"Ano","Mes","Descripcion","Monto","PIB"
"2019","4","GASTOS","53408.67","8.7"
"2019","4","GASTOS CORRIENTES","45062.06","7.34"
"2019","4","Sueldos y Salarios","19347.14","3.15"
"2019","4","Compra de Bienes y Servicios","15242.38","2.48"
"2019","4","Intereses Pagados","3776.24",".62"
"2019","4","Transferencias Corrientes","6354.76","1.04"
"2019","4","Otros Gastos Corrientes","341.54",".06"
"2019","4","GASTOS DE CAPITAL","8346.61","1.36"
"2019","4","Inversion Real","4989.03",".81"
"2019","4","Variacion de Inventarios","-18.12","0"
"2019","4","Otros Gastos de Capital","190.14",".03"
"2019","4","Transferencias de Capital","3185.56",".52"
"2019","4","BALANCE GLOBAL NETO","8669.75","1.41"
"2019","4","FINANCIAMIENTO","-8669.75","-1.41"
"2019","5","INGRESOS Y DONACIONES","76131.44","12.41"
"2019","5","INGRESOS CORRIENTES","74924.09","12.21"
"2019","5","Ingresos Tributarios","43227.6","7.05"
"2019","5","d/c Tasa de Seguridad","1137.43","0"
"2019","5","Ingresos No Tributarios","2478.79",".4"
"2019","5","Contribuciones para Pensiones y Seguro Social","8335.49","1.36"
"2019","5","Ventas de Bienes y Servicios","14493.38","2.36"
"2019","5","Intereses y Dividendos","5110.48",".83"
"2019","5","Transferencias Corrientes","484.03",".08"
"2019","5","Otros","794.33",".13"
"2019","5","DONACIONES","1101.88",".18"
"2019","5","INGRESOS DE CAPITAL","105.48",".02"
"2019","5","Ingresos","95.3",".02"
"2019","5","Transferencias de Capital","10.18","0"
"2019","5","GASTOS","69859.12","11.39"
"2019","5","GASTOS CORRIENTES","58962.22","9.61"
"2019","5","Sueldos y Salarios","24675.87","4.02"
"2019","5","Compra de Bienes y Servicios","19398.69","3.16"
"2019","5","Intereses Pagados","6320.36","1.03"
"2019","5","Transferencias Corrientes","8025.09","1.31"
"2019","5","Otros Gastos Corrientes","542.21",".09"
"2019","5","GASTOS DE CAPITAL","10896.9","1.78"
"2019","5","Inversion Real","6743.92","1.1"
"2019","5","Variacion de Inventarios","-9.02","0"
"2019","5","Otros Gastos de Capital","191.52",".03"
"2019","5","Transferencias de Capital","3970.48",".65"
"2019","5","BALANCE GLOBAL NETO","6272.32","1.02"
"2019","5","FINANCIAMIENTO","-6272.32","-1.02"
